PMID,Year,Title,Authors,Journal,Article,Total Citations,Cited By PMIDs,Total References,Cited PMIDs,DOI
21347127,2008,Toward the commoditization of translational genomic research: Design and implementation features of the Galaxy genomic workbench.,"Ross Lazarus, James Taylor, Weiliang Qiu, Anton Nekrutenko",Summit Transl Bioinform,Yes,1,24285552,6,16642009 16169926 12045153 12511062 16845108 11222264,
21531983,2011,Integrating diverse databases into an unified analysis framework: a Galaxy approach.,"Daniel Blankenberg, Nathan Coraor, Gregory Von Kuster, James Taylor, Anton Nekrutenko",Database (Oxford),Yes,32,30371817 23195124 30561349 23376193 24091395 26438538 23959375 35076587 31222200 33017400 31959996 38136779 22456607 28444170 21984761 26420834 36910174 35143312 25655493 30302725 36142199 23095257 27045824 23707967 25172293 24204307 25594743 29755620 26357233 25730631 38867729 36978605,14,17221864 20069535 18428782 19914931 17568012 19420058 20531367 21210983 19910364 20238087 14681465 20981092 17615057 20738864,10.1093/database/bar011
21699709,2011,Dynamics of mitochondrial heteroplasmy in three families investigated via a repeatable re-sequencing study.,"Hiroki Goto, Benjamin Dickins, Enis Afgan, Ian M Paul, James Taylor, Kateryna D Makova, Anton Nekrutenko",Genome Biol,Yes,83,26172475 26791940 25051226 23319385 32068127 29128545 29413633 25271376 27301885 27349964 39251776 24859348 24763589 36577067 32403285 23066108 31669622 27955616 25001293 24981896 23940637 26920804 26916109 25002485 25319265 26009256 34045735 26713762 36584454 23913925 23350969 25313049 25566330 28441938 29106528 25653158 26998260 26050972 24641477 22736028 24186072 25348406 29188187 35139855 25677119 29467791 26819245 22898652 26011537 22068528 23254394 23181682 24377867 23077218 23269496 22678394 31703075 33452015 35325186 28947739 36148882 24667782 24383468 29671673 28356154 26639157 29495418 28393270 25526677 24864309 28460352 26511223 24058467 30511783 24098342 27566673 22592263 22621726 24246955 25056505 27792786 38489056 23842853,42,20644199 20377454 18223651 15126299 19303927 17568012 18297082 20333199 19451168 20200521 12571803 12876832 12645823 16124858 20150320 19407924 14673571 19776167 18833304 20529923 11672866 16892079 19838166 15939174 9521922 17697334 9385842 11477557 11158091 19073746 20486139 9391107 20696290 15861210 20981092 11990857 11333867 19905934 17293866 19505943 8965713 20738864,10.1186/gb-2011-12-6-r59
21775304,2011,Making whole genome multiple alignments usable for biologists.,"Daniel Blankenberg, James Taylor, Anton Nekrutenko",Bioinformatics,Yes,37,22582056 30346517 33583104 37066261 27896736 27115645 29203905 25299225 26816378 23237380 29360978 25803742 23165937 23282021 37552705 23663784 24710023 28562605 26480000 33791701 35770682 23345519 25480378 37536396 18428782 25158797 29580384 23012263 25121584 27702816 35078412 25594743 25344663 22700312 31070747 31808801 27010023,10,20738864 21210983 20069535 18428782 14681465 17568012 22700312 20959295 17984227 12045153,10.1093/bioinformatics/btr398
21803766,2011,A massively parallel sequencing approach uncovers ancient origins and high genetic variability of endangered Przewalski's horses.,"Hiroki Goto, Oliver A Ryder, Allison R Fisher, Bryant Schultz, Sergei L Kosakovsky Pond, Anton Nekrutenko, Kateryna D Makova",Genome Biol Evol,Yes,37,23437078 29472442 22574620 27206224 32795436 34548035 25366719 30941726 38464182 29675468 22607477 36428386 23637841 28450643 24828444 26348970 29249659 31568563 23803765 26104513 26914949 23988306 26412128 22308342 38805182 30216366 30954285 25512547 31723199 28855525 35240033 36835543 30465726 21920904 37365410 26598656 28114737,40,10427379 14970707 17996036 7666447 14261533 14631358 7958969 8336541 19451168 15034578 11884162 15588481 18931383 15592471 15205528 11681743 10430594 14687077 3584938 9883508 18293107 15509596 12703955 14629044 14970709 19892987 11948348 12130666 17707216 15483327 17901335 11751242 19265018 16130463 14970708 10376300 11161199 3447015 4462982 21473771,10.1093/gbe/evr067
22068528,2011,Harnessing cloud computing with Galaxy Cloud.,"Enis Afgan, Dannon Baker, Nate Coraor, Hiroki Goto, Ian M Paul, Kateryna D Makova, Anton Nekrutenko, James Taylor",Nat Biotechnol,Yes,49,25288881 30691868 22960050 23230157 27441714 27401684 25437208 37624874 34386295 32227074 39107873 25248396 23051646 23971032 25342933 25001293 33676373 38601602 34897506 22805218 25594743 29794537 26430150 32267693 24131049 23181507 27137889 33568057 32252069 26501966 22815452 26751567 30696086 22898652 24990571 37089036 35446428 23248640 31194735 34376975 27740470 24300111 25493610 27650223 23630176 25863787 23190475 22700313 25600152,15,16120434 19844228 20441614 20622843 19261174 19015660 19930550 21210983 15861210 21699709 20981092 19357099 20701754 19815776 20738864,10.1038/nbt.2028
22700312,2012,Using Galaxy to perform large-scale interactive data analyses.,"Jennifer Hillman-Jackson, Dave Clements, Daniel Blankenberg, James Taylor, Anton Nekrutenko, Galaxy Team",Curr Protoc Bioinformatics,Yes,35,37507643 25437555 24292961 28849559 33568057 32476989 23365548 29126246 27896724 27079975 31858687 24898756 24608103 33900590 27429432 29485625 24112552 27499617 37089036 23699471 29070062 25421174 36522168 28232859 21775304 27098042 25655493 29484800 31801255 28725009 27797780 38559078 24549676 29326584 33583104,22,19844228 19563753 12519945 14681459 17568012 15608257 18798982 19261174 15608248 11125122 19736561 19920125 21775304 20959295 16381898 16169926 14681465 20562416 21037257 19505943 21097880 20738864,10.1002/0471250953.bi1005s38
22898652,2012,Next-generation sequencing data interpretation: enhancing reproducibility and accessibility.,"Anton Nekrutenko, James Taylor",Nat Rev Genet,No,179,31047319 37676416 26527727 30565316 24118136 23793381 37335961 37502707 31828846 25644124 23184638 29869338 25437800 38742234 30911735 26977414 29790941 28624139 35152846 25637560 30535405 28121030 31548646 32993537 31695245 31672980 29961842 29867956 26501966 28701218 36457740 31451946 24884663 36789421 28983419 34766477 28133832 28163975 25280589 23539595 31585877 28245601 23370412 32108196 23406336 28499406 25514851 31534669 29169408 36361936 25294974 27187206 25406744 25949793 24423623 26496950 36939746 28407023 25298288 35330136 35449493 26470712 23769412 23872706 28098630 38834950 25859217 23816787 32580275 30401579 38473737 24735413 24510514 28521008 24489366 33308124 26865705 30631270 25179409 26092435 31675414 37065480 27183494 32636817 29953862 24059798 34261293 25681258 24743331 34373218 23696005 26908260 25024350 24204232 28921802 24870067 30914426 27401684 25435180 29485202 29933597 37870287 38436096 24434169 38136963 29352322 25552691 24341889 25001293 24185699 24170689 26502353 27086132 24894505 32954413 24472389 32115622 32462012 25722474 24641477 33735208 32770713 37387267 25634476 28903732 29610099 29624711 36532711 37016135 24521012 27362341 29616430 38066979 39069973 23786767 26336651 23630176 29122394 30109017 25972566 36755866 25403329 36699455 34675962 34273949 28596526 23481467 30308031 26349382 37225402 25950236 31830916 26965070 24575121 31921859 29106479 24767982 26926434 33976964 29138238 23922545 32297417 23024011 24619174 33842904 32083286 23351075 37020271 27153268 24920005 30843690 28219390 25655493 29379135 32292413 29109301 30786165 24743329 28590251,43,22460880 19689959 22422862 21716280 22543379 11389458 19451168 19930550 21878105 22419780 22205509 12045153 19015660 21699709 19174838 21210983 21478889 20981092 20701754 20093459 1422003 20738864 19844228 21587300 17898773 2448875 16642009 22046109 22424236 22068528 2999980 19815776 21798893 14685227 20865520 16369572 12000935 21798897 11120685 22383036 12050633 19505943 20644199,10.1038/nrg3305
23138293,2012,NGS analyses by visualization with Trackster.,"Jeremy Goecks, Nate Coraor, Anton Nekrutenko, James Taylor",Nat Biotechnol,Yes,20,29688385 25883147 24684958 24799434 28303257 26615125 29202689 31873146 25655493 28011789 26739384 29790941 24348224 30287923 25594743 27974626 23758618 24109552 26821742 34386295,17,22034361 20069535 21233347 20436464 20562449 22116877 11120685 17565364 22383036 19861400 22199352 12045153 11780124 20703300 20195257 21221095 20738864,10.1038/nbt.2404
23758618,2013,Web-based visual analysis for high-throughput genomics.,"Jeremy Goecks, Carl Eberhard, Tomithy Too, Anton Nekrutenko, James Taylor",BMC Genomics,Yes,34,24684958 28437135 29402924 24885922 27137889 26263026 25374662 26336600 31555060 33316876 29384525 24365393 25075113 32810130 27072794 36507737 27157655 24143115 29790989 24748858 26110066 31730197 25960870 32227074 25086505 27120465 33102244 24204593 29425291 27141848 29504905 26125026 26444539 25594743,21,23138293 20805892 19906715 20069535 20562449 20126613 11120685 22638571 19541911 22383036 22960372 12045153 22034350 23220575 15461798 22695796 20195257 27942089 21221095 19570905 20738864,10.1186/1471-2164-14-397
23913925,2013,RNA-DNA differences in human mitochondria restore ancestral form of 16S ribosomal RNA.,"Dan Bar-Yaacov, Gal Avital, Liron Levin, Allison L Richards, Naomi Hachen, Boris Rebolledo Jaramillo, Anton Nekrutenko, Raz Zarivach, Dan Mishmar",Genome Res,Yes,39,27453772 28396681 30740126 29567676 25566330 27631568 33432158 34475388 35246665 31736397 27638543 28807694 34339868 25446395 27349964 27830053 27812116 34360765 30544876 24763589 26956645 31506522 32596474 31534643 30529456 25001293 34943968 27899286 29072297 32117454 24561252 30071181 28864459 33817771 31120958 28049628 27557826 27477600 30827679,31,23632312 20938709 19505943 22194359 22736028 16955077 19451168 9822669 22422962 21708121 22398619 22422964 20200521 23302925 16510155 11932250 22422963 23636399 21854988 21596952 21725310 22096102 18987734 21699709 20383002 11733066 22327324 21875693 21221095 12934077 7219536,10.1101/gr.161265.113
24104757,2013,The anatomy of successful computational biology software.,"Stephen Altschul, Barry Demchak, Richard Durbin, Robert Gentleman, Martin Krzywinski, Heng Li, Anton Nekrutenko, James Robinson, Wayne Rasband, James Taylor, Cole Trapnell",Nat Biotechnol,Yes,14,33523204 31220077 29452334 30813962 28988801 25521810 33467846 25633503 26904100 37239372 28720283 25071829 25981124 35172880,0,,10.1038/nbt.2721
24204232,2013,Ten simple rules for reproducible computational research.,"Geir Kjetil Sandve, Anton Nekrutenko, James Taylor, Eivind Hovig",PLoS Comput Biol,Yes,283,25076044 27422148 36792648 32853539 34927097 39236077 29409527 34553169 38798429 30565316 32427998 33444343 29244826 36651029 34383747 33467923 36159593 31437146 31121028 34934383 28624139 32815545 29359962 34905986 30689885 38752856 27429738 30307934 31672980 29961842 34603492 36689877 26501966 31906249 27098025 33297942 33493151 36719725 32639955 36827966 27711123 29234465 34949163 28092471 28253086 34694386 30367595 28063650 29871915 30359381 31897049 31978052 34194470 33816816 26356732 33705383 25521810 34788078 31220072 38356898 30753167 34681040 27295645 38984034 27896971 26141507 37046619 26600012 30806638 30759197 28812630 30377880 30486782 33319904 38060459 31813948 33816828 28711679 33970927 27905416 29048555 32034435 35543917 37045891 34845212 26490504 24565371 31331268 27655224 31543945 38512778 34249331 29649206 31344036 34280231 37768885 32064792 33430992 32161811 30891064 28314784 31302153 34351904 32479592 35449149 31675414 28724395 27878868 34337764 26272994 31693360 37074576 29547980 24911413 30191472 28596617 37277408 32004433 25734917 24987572 35190569 29354046 27830063 32642865 37309413 30841575 29727247 38900718 28921802 37079492 31217513 24870067 27401684 28954518 29270401 35324885 28105974 31723427 25435180 36554152 33732441 29933597 25830019 37870287 33809353 36624730 35446846 29300745 39264985 25552691 32240586 30697975 25905639 26259944 26556502 33205122 33257659 34990469 35324884 30787451 34722870 36035443 28695067 36520712 29016819 31211806 31558563 36595445 25693813 37783751 39284801 24600387 38052336 35600765 29906293 27905423 33170857 37431814 38783412 39255324 33676570 35143491 38206590 24950204 29903722 38025398 31215463 28912836 33329686 24478623 28983874 24762745 30040185 30084940 32970666 29596416 34689753 35951505 35202399 28640806 29066719 34867087 35653366 28464561 36602968 33960637 35050196 27115645 29122394 38843110 27905430 33854526 31154974 36893146 30973881 31518349 24804972 25494900 33573289 35737655 33363701 31558569 25488929 34251624 35645756 34195621 31856181 31120888 37859332 34316068 26223526 29576760 28056032 25798104 27183115 30152810 33100401 34501136 31494672 35979414 38691601 31830916 36206207 36100172 28103227 31921859 35036552 27489569 31356879 38707992 26978244 37104248 39024267 25071829 25981124 33976964 34340766 34647017 28088754 33381678 37809321 31221194 28554829 27482076 30635895 31067326 30013826 31657527 26708960 30881691 33775145 31164912 37203437 30379882 26485673 26640691 36035065 29067641 34999309 38547084 36138825 26990967 28590251,21,21186208 22460880 12519949 22144584 23236269 17375194 22144613 22144612 20501605 11726920 16642009 16169926 11752295 19174838 12880830 23587345 22898652 15201187 21892149 20093459 20738864,10.1371/journal.pcbi.1003285
24585771,2014,Wrangling Galaxy's reference data.,"Daniel Blankenberg, James E Johnson, James Taylor, Anton Nekrutenko",Bioinformatics,Yes,20,26055099 30171475 27862816 27137889 35669346 28327625 26336600 26464306 26501966 31995185 28327945 25301683 26520014 33846313 38172657 29790989 31959996 37089036 25960870 27603332,3,20738864 16169926 19451168,10.1093/bioinformatics/btu119
24641477,2014,Controlling for contamination in re-sequencing studies with a reproducible web-based phylogenetic approach.,"Benjamin Dickins, Boris Rebolledo-Jaramillo, Marcia Shu-Wei Su, Ian M Paul, Daniel Blankenberg, Nicholas Stoler, Kateryna D Makova, Anton Nekrutenko",Biotechniques,Yes,14,34422983 27624998 28356154 27084948 32264738 27566673 31757848 27405447 34716505 30210506 33450921 33452015 35001369 25313049,25,20421198 15138283 18853457 19303927 20960467 22736028 11074292 19029901 12571803 22898652 12645823 22142616 22621726 8841183 11672866 17178747 22482806 15282178 21699709 20696290 3447015 14734327 17293866 8965713 18223651,10.2144/000114146
25001293,2014,Dissemination of scientific software with Galaxy ToolShed.,"Daniel Blankenberg, Gregory Von Kuster, Emil Bouvier, Dannon Baker, Enis Afgan, Nicholas Stoler, James Taylor, Anton Nekrutenko",Genome Biol,Yes,137,32492127 31739505 26146165 28180294 33688018 29412134 35669346 25755929 35076693 26342231 35139076 29933597 35643441 26647462 26913198 38384843 29425291 30847082 26728195 33875973 35571557 29790941 27100738 25937881 25750651 36038542 36798801 26821742 32479607 24799436 27862816 39037960 26501966 38013623 37000122 32667908 31882996 27413049 28416602 29790989 34061826 33137082 38252357 30315875 33986094 25483350 33242451 32516596 31772190 37966168 30695992 38683328 29871589 27566673 35536253 33978761 36440918 30653336 30339996 26109550 36267124 33362859 35503992 29253227 26913191 28327625 28344774 26336600 31073612 35210354 33988079 36852763 34830818 36968012 34276604 35913043 35891459 36828587 33431029 31494667 28582575 29181279 28232859 27098042 32055031 32498091 32618995 25892032 28730430 27801987 33846313 38172657 37410704 28542180 28506246 37787106 38137978 29258879 27137889 27610328 27079975 25823460 27476034 26958881 28369275 32727090 36285285 31816088 33450921 39255315 31363752 29026651 28854616 37089036 37234922 30698691 38683327 25925576 26024640 28398311 34991488 36762485 31391007 35440038 37585487 25655493 31995185 28327945 25734917 36802868 31575638 27717304 27115642 28590251 31808801 35663862 36976002,15,20738864 11672866 17568012 21854988 21596952 11074292 21653522 15282178 21699709 20696290 22424236 22898652 22068528 23913925 10581034,10.1186/gb4161
25313049,2014,Maternal age effect and severe germ-line bottleneck in the inheritance of human mitochondrial DNA.,"Boris Rebolledo-Jaramillo, Marcia Shu-Wei Su, Nicholas Stoler, Jennifer A McElhoe, Benjamin Dickins, Daniel Blankenberg, Thorfinn S Korneliussen, Francesca Chiaromonte, Rasmus Nielsen, Mitchell M Holland, Ian M Paul, Anton Nekrutenko, Kateryna D Makova",Proc Natl Acad Sci U S A,Yes,160,31299996 27841259 29950599 34209862 31511299 27504647 36174964 39101615 35350246 36064201 34429360 37014011 28087770 33555290 35778412 28536827 33629889 29635328 37159849 33378680 32375181 32823826 34982142 34785263 36625177 31629185 28627407 31484687 33229036 36130228 27077472 28938736 36209825 31253706 33134911 26740552 28959963 29343499 38139242 31996241 26693702 29477168 37158879 25566330 35114567 34114603 35525886 33740708 28832570 28379581 31539047 35362263 32667908 38361161 35243529 26819245 27119776 38397184 29962188 31703075 33860312 36558561 31830557 36932444 30890027 38672428 29910126 25936236 27566673 32108196 38802661 36276941 31787049 30339996 27770035 27792786 36999592 25798216 30419337 26172475 27562289 33658608 31599941 37206110 32068127 30374071 29128545 31621839 32878185 27718383 32868785 34303007 28078444 35460575 35969753 27234976 31824946 27523387 27368088 30590568 31375696 31937820 35394879 26916109 34102325 34279226 25796320 26009256 36001349 25719756 27725916 38336715 28542180 38200446 25786538 30385240 28756246 29106528 35576791 30206380 37041330 25823460 27373161 32727090 28154880 32600249 28193506 35139855 37099687 27599147 33450921 31123110 30968252 37815422 35639955 36360157 29986760 29883421 32131723 29880721 36945529 36419830 29495418 34572133 29363102 25728033 39075271 29024924 25687567 28460352 28969006 29130947 32833534 27908228 31757848 33746872 35473946 32563447 30059903 36386853,59,10756141 12804188 12920080 25051226 1427765 19324622 11074292 22013967 24086148 12571803 23176052 10508220 20211276 19290059 18984905 18833304 19997484 11009418 8841183 6646218 10876987 15608681 25002485 23077252 12413991 21699709 20696290 24614072 18223651 24200652 9012414 22555611 15202735 15814829 24186072 24641477 20594608 22736028 19460298 16266762 19029901 9090380 19821901 24377867 21694444 23417406 20862305 23077218 22621726 2798094 22035192 24244193 20711358 21120938 20350166 24516391 22781753 18715119 22914163,10.1073/pnas.1409328111
25655493,2015,Online resources for genomic analysis using high-throughput sequencing.,"Daniel Blankenberg, James Taylor, Anton Nekrutenko",Cold Spring Harb Protoc,Yes,5,27443936 29790989 31959996 31608461 26821742,41,19505943 19289445 20689021 12368253 19689959 20069535 20436464 21546552 18798982 23203987 20946615 19451168 11697912 22046109 19261174 16642009 20972220 22898652 21531983 22419780 23138293 22205509 11932250 22499926 20015970 21182759 25001293 19430453 16381898 21653522 12045153 19819906 16169926 21478889 14681465 20562416 22700312 21221095 19505939 15800205 20738864,10.1101/pdb.top083667
25886980,2015,StructureFold: genome-wide RNA secondary structure mapping and reconstruction in vivo.,"Yin Tang, Emil Bouvier, Chun Kit Kwok, Yiliang Ding, Anton Nekrutenko, Philip C Bevilacqua, Sarah M Assmann",Bioinformatics,Yes,35,29904019 28959008 30945176 29099140 34360778 26575240 27064083 27663500 28661647 28637286 30485688 27648642 29410279 30275275 27988057 28582416 29373706 28501650 31204430 27658939 27137891 28717530 26086407 32504492 31937672 37217261 27819660 28172632 33540120 37491319 27185630 35550176 26598238 26655457 31808801,43,24442612 21057495 24664469 25797096 10890007 24336128 24270811 19451168 7493315 9778347 22500801 2446263 22913637 25303992 23503844 21642531 25332375 17406453 24476892 21642536 19109441 23178934 23064747 20738864 19369331 24336214 22832108 20554050 20941385 18322526 22492627 20811459 19261174 25028896 2482414 19880381 20230624 24821474 22115189 11869452 19239877 25323333 19505943,10.1093/bioinformatics/btv213
26624180,2015,"A new species of the Callophrys paulae Pfeiffer, 1932 species group from Afghanistan (Lepidoptera, Lycaenidae).","Anatoly V Krupitsky, Igor G Pljushtch, Oleg V Pak",Zootaxa,Yes,3,34940212 29245482 26624784,1,26250043,10.11646/zootaxa.4027.2.7
26780094,2016,Integrative genomic analysis by interoperation of bioinformatics tools in GenomeSpace.,"Kun Qu, Sara Garamszegi, Felix Wu, Helga Thorvaldsdottir, Ted Liefeld, Marco Ocana, Diego Borges-Rivera, Nathalie Pochet, James T Robinson, Barry Demchak, Tim Hull, Gil Ben-Artzi, Daniel Blankenberg, Galt P Barber, Brian T Lee, Robert M Kuhn, Anton Nekrutenko, Eran Segal, Trey Ideker, Michael Reich, Aviv Regev, Howard Y Chang, Jill P Mesirov",Nat Methods,Yes,30,27787803 31114875 36858743 38596097 29790989 32670509 31959996 28096075 34505137 34777932 28229366 28582715 33961033 34157123 29279605 36007996 31197310 30400817 30447998 31207319 29487738 30271575 33676373 35720126 36073980 27794041 33180305 30329036 31971940 28542180,17,25165537 18397753 11237011 16569235 16123801 18613948 16642009 14597658 16862118 16169926 20511363 12613259 14681465 15448693 21221095 18443585 0,10.1038/nmeth.3732
